airport_name,calendar_date,arriving_departing_flag,passengers
East Midlands,2020-11-20 00:00:00,Arriving,19
East Midlands,2020-10-25 00:00:00,Arriving,1064
East Midlands,2020-11-12 00:00:00,Arriving,79
East Midlands,2020-11-01 00:00:00,Departing,861
East Midlands,2020-11-13 00:00:00,Departing,169
East Midlands,2020-11-13 00:00:00,Arriving,231
East Midlands,2021-01-01 00:00:00,Departing,22
East Midlands,2020-12-30 00:00:00,Arriving,22
East Midlands,2020-12-16 00:00:00,Departing,21
East Midlands,2020-12-01 00:00:00,Arriving,135
East Midlands,2020-12-03 00:00:00,Arriving,110
East Midlands,2020-12-16 00:00:00,Arriving,22
East Midlands,2020-11-25 00:00:00,Departing,0
East Midlands,2020-11-01 00:00:00,Arriving,1553
East Midlands,2020-11-20 00:00:00,Departing,30
Manchester,2020-11-21 00:00:00,Arriving,1501
Manchester,2020-12-04 00:00:00,Arriving,3037
Manchester,2020-11-18 00:00:00,Departing,815
Manchester,2020-12-19 00:00:00,Arriving,5075
Manchester,2020-12-11 00:00:00,Departing,4587
Manchester,2020-12-19 00:00:00,Departing,6918
Manchester,2020-11-11 00:00:00,Departing,1242
Manchester,2020-11-28 00:00:00,Departing,1563
Manchester,2020-12-05 00:00:00,Departing,4107
Manchester,2020-11-07 00:00:00,Arriving,4124
Manchester,2020-11-22 00:00:00,Arriving,2134
Manchester,2020-11-26 00:00:00,Arriving,1485
Manchester,2020-12-08 00:00:00,Departing,2680
Manchester,2020-12-11 00:00:00,Arriving,4441
Manchester,2020-12-16 00:00:00,Arriving,2318
East Midlands,2020-10-31 00:00:00,Departing,465
Manchester,2020-11-23 00:00:00,Departing,1189
Manchester,2020-11-20 00:00:00,Arriving,2104
Stansted,2020-01-10 00:00:00,Arriving,29187
Stansted,2020-01-10 00:00:00,Departing,24551
Stansted,2020-01-23 00:00:00,Arriving,23354
Stansted,2020-01-23 00:00:00,Departing,23385
Stansted,2020-01-25 00:00:00,Arriving,25023
Stansted,2020-01-25 00:00:00,Departing,26722
Stansted,2020-01-30 00:00:00,Departing,23387
Stansted,2020-02-02 00:00:00,Arriving,28791
Stansted,2020-02-17 00:00:00,Departing,29549
Stansted,2020-02-17 00:00:00,Arriving,27541
Stansted,2020-02-28 00:00:00,Departing,27773
Stansted,2020-03-01 00:00:00,Departing,27581
Stansted,2020-03-10 00:00:00,Arriving,15671
Stansted,2020-03-20 00:00:00,Arriving,5435
Stansted,2020-03-23 00:00:00,Arriving,1371
Stansted,2020-03-23 00:00:00,Departing,2726
Stansted,2020-10-12 00:00:00,Arriving,6075
Stansted,2020-04-17 00:00:00,Departing,590
Stansted,2020-07-08 00:00:00,Arriving,2301
Stansted,2020-04-21 00:00:00,Departing,64
Stansted,2020-04-17 00:00:00,Arriving,424
Stansted,2020-06-03 00:00:00,Departing,772
Stansted,2020-07-21 00:00:00,Departing,6615
Stansted,2020-09-08 00:00:00,Departing,6017
Stansted,2020-09-12 00:00:00,Arriving,9890
Stansted,2020-08-04 00:00:00,Departing,9651
Stansted,2020-08-25 00:00:00,Departing,7819
Stansted,2020-09-08 00:00:00,Arriving,8378
Stansted,2020-10-23 00:00:00,Arriving,4877
Stansted,2020-10-08 00:00:00,Departing,4104
Stansted,2020-10-13 00:00:00,Departing,2859
Stansted,2020-09-05 00:00:00,Departing,9026
Stansted,2020-08-17 00:00:00,Departing,10549
Stansted,2020-08-10 00:00:00,Arriving,9824
Stansted,2020-09-27 00:00:00,Departing,8953
Stansted,2020-07-14 00:00:00,Arriving,3821
Stansted,2020-08-11 00:00:00,Arriving,8943
Stansted,2020-08-15 00:00:00,Arriving,12747
East Midlands,2020-05-15 00:00:00,Arriving,0
East Midlands,2020-06-14 00:00:00,Arriving,0
Manchester,2020-04-07 00:00:00,Arriving,523
Manchester,2020-04-09 00:00:00,Arriving,526
Manchester,2020-04-10 00:00:00,Arriving,580
Manchester,2020-04-27 00:00:00,Arriving,416
Manchester,2020-04-11 00:00:00,Arriving,445
Manchester,2020-05-08 00:00:00,Departing,182
Manchester,2020-04-29 00:00:00,Departing,563
Manchester,2020-05-16 00:00:00,Arriving,315
Manchester,2020-05-17 00:00:00,Arriving,79
Manchester,2020-06-07 00:00:00,Departing,336
East Midlands,2020-12-21 00:00:00,Departing,374
East Midlands,2020-11-26 00:00:00,Departing,26
East Midlands,2020-12-15 00:00:00,Departing,400
East Midlands,2020-10-26 00:00:00,Arriving,696
East Midlands,2020-12-02 00:00:00,Arriving,19
East Midlands,2020-12-21 00:00:00,Arriving,166
East Midlands,2020-11-08 00:00:00,Arriving,700
East Midlands,2020-12-27 00:00:00,Departing,124
East Midlands,2020-11-15 00:00:00,Departing,138
East Midlands,2020-12-17 00:00:00,Departing,336
East Midlands,2020-12-17 00:00:00,Arriving,149
East Midlands,2020-12-06 00:00:00,Departing,127
East Midlands,2020-12-09 00:00:00,Departing,33
East Midlands,2020-11-24 00:00:00,Departing,19
East Midlands,2020-11-23 00:00:00,Departing,23
East Midlands,2020-11-23 00:00:00,Arriving,105
East Midlands,2020-12-31 00:00:00,Departing,6
East Midlands,2020-11-18 00:00:00,Departing,0
East Midlands,2020-12-14 00:00:00,Departing,199
Manchester,2020-11-01 00:00:00,Departing,5328
Manchester,2020-12-26 00:00:00,Arriving,2668
Manchester,2020-10-31 00:00:00,Arriving,6049
Manchester,2020-12-17 00:00:00,Departing,5425
Manchester,2020-11-19 00:00:00,Departing,1082
Manchester,2020-12-03 00:00:00,Departing,2970
Manchester,2020-12-18 00:00:00,Departing,6580
Manchester,2020-11-05 00:00:00,Arriving,2514
Manchester,2020-10-28 00:00:00,Departing,2797
Manchester,2020-12-13 00:00:00,Departing,4926
Manchester,2020-12-03 00:00:00,Arriving,1990
Manchester,2020-12-17 00:00:00,Arriving,3949
Manchester,2020-06-21 00:00:00,Arriving,751
East Midlands,2020-12-31 00:00:00,Arriving,16
East Midlands,2020-12-19 00:00:00,Arriving,569
East Midlands,2020-12-20 00:00:00,Departing,509
East Midlands,2020-12-20 00:00:00,Arriving,259
Manchester,2020-12-13 00:00:00,Arriving,3708
Manchester,2020-12-25 00:00:00,Departing,1228
Stansted,2020-01-08 00:00:00,Arriving,20604
Stansted,2020-01-13 00:00:00,Departing,22290
Stansted,2020-01-27 00:00:00,Departing,25548
Stansted,2020-01-27 00:00:00,Arriving,25640
Stansted,2020-02-05 00:00:00,Arriving,17461
Stansted,2020-02-07 00:00:00,Arriving,27579
Stansted,2020-02-13 00:00:00,Arriving,20385
Stansted,2020-02-14 00:00:00,Arriving,25875
Stansted,2020-02-15 00:00:00,Arriving,24624
Stansted,2020-02-15 00:00:00,Departing,32319
Stansted,2020-02-19 00:00:00,Departing,21850
Stansted,2020-02-21 00:00:00,Departing,29597
Stansted,2020-02-21 00:00:00,Arriving,31694
Stansted,2020-02-29 00:00:00,Arriving,25096
Stansted,2020-03-03 00:00:00,Arriving,17241
Stansted,2020-03-08 00:00:00,Arriving,25632
Stansted,2020-03-15 00:00:00,Arriving,16620
Stansted,2020-03-22 00:00:00,Departing,3118
Stansted,2020-03-22 00:00:00,Arriving,1907
Stansted,2020-03-24 00:00:00,Arriving,1093
Stansted,2020-03-26 00:00:00,Departing,116
Stansted,2020-09-06 00:00:00,Departing,9361
Stansted,2020-08-31 00:00:00,Departing,8028
Stansted,2020-09-14 00:00:00,Departing,7361
Stansted,2020-06-08 00:00:00,Arriving,447
Stansted,2020-07-27 00:00:00,Arriving,5740
Stansted,2020-08-24 00:00:00,Departing,8911
Stansted,2020-10-19 00:00:00,Departing,4577
Stansted,2020-05-03 00:00:00,Arriving,181
Stansted,2020-06-21 00:00:00,Departing,2075
Stansted,2020-07-05 00:00:00,Departing,7230
Stansted,2020-07-26 00:00:00,Departing,10349
Stansted,2020-08-21 00:00:00,Arriving,12847
Stansted,2020-10-19 00:00:00,Arriving,4949
Stansted,2020-09-21 00:00:00,Arriving,9074
Stansted,2020-10-02 00:00:00,Departing,7277
Stansted,2020-08-09 00:00:00,Arriving,13081
Stansted,2020-09-06 00:00:00,Arriving,14013
Stansted,2020-06-26 00:00:00,Departing,1657
Stansted,2020-08-22 00:00:00,Departing,11906
Stansted,2020-07-16 00:00:00,Departing,7643
Stansted,2020-06-13 00:00:00,Departing,636
Stansted,2020-10-18 00:00:00,Departing,6484
Stansted,2020-03-29 00:00:00,Arriving,68
Stansted,2020-04-19 00:00:00,Arriving,85
Stansted,2020-08-29 00:00:00,Arriving,14307
Stansted,2020-10-11 00:00:00,Arriving,8878
Stansted,2020-07-04 00:00:00,Arriving,2658
Stansted,2020-09-02 00:00:00,Departing,6462
Stansted,2020-05-08 00:00:00,Departing,275
Stansted,2020-07-26 00:00:00,Arriving,8679
Stansted,2020-07-11 00:00:00,Departing,7201
Stansted,2020-09-28 00:00:00,Departing,6565
Stansted,2020-07-03 00:00:00,Arriving,2743
Stansted,2020-10-02 00:00:00,Arriving,9221
Stansted,2020-06-25 00:00:00,Departing,1552
Stansted,2020-10-06 00:00:00,Departing,3196
Stansted,2020-04-20 00:00:00,Arriving,98
Stansted,2020-05-17 00:00:00,Arriving,220
Stansted,2020-04-07 00:00:00,Departing,306
Stansted,2020-04-07 00:00:00,Arriving,329
Stansted,2020-06-01 00:00:00,Arriving,463
Stansted,2020-04-14 00:00:00,Arriving,55
Stansted,2020-06-17 00:00:00,Arriving,476
Stansted,2020-05-10 00:00:00,Departing,248
Stansted,2020-06-21 00:00:00,Arriving,997
Stansted,2020-12-10 00:00:00,Departing,1579
Stansted,2020-12-03 00:00:00,Departing,1106
Stansted,2020-11-09 00:00:00,Departing,2361
Stansted,2020-11-22 00:00:00,Departing,988
Stansted,2020-11-01 00:00:00,Arriving,7610
Stansted,2020-10-31 00:00:00,Departing,4120
Stansted,2020-12-17 00:00:00,Departing,6547
Stansted,2020-11-14 00:00:00,Departing,1706
Stansted,2020-12-26 00:00:00,Departing,1322
Stansted,2020-11-14 00:00:00,Arriving,2077
Stansted,2020-12-30 00:00:00,Arriving,2207
Stansted,2020-12-03 00:00:00,Arriving,1023
Stansted,2020-12-25 00:00:00,Departing,254
Stansted,2020-11-13 00:00:00,Departing,2410
Stansted,2020-11-19 00:00:00,Arriving,684
Manchester,2020-05-09 00:00:00,Arriving,326
Manchester,2020-04-27 00:00:00,Departing,795
Manchester,2020-06-13 00:00:00,Departing,293
Manchester,2020-05-23 00:00:00,Departing,205
Stansted,2020-05-17 00:00:00,Departing,294
Stansted,2020-04-26 00:00:00,Arriving,134
Stansted,2020-04-11 00:00:00,Departing,13
Stansted,2020-04-19 00:00:00,Departing,242
Stansted,2020-04-11 00:00:00,Arriving,9
Stansted,2020-09-05 00:00:00,Arriving,11634
Stansted,2020-07-25 00:00:00,Departing,10033
Stansted,2020-07-21 00:00:00,Arriving,4485
Stansted,2020-05-12 00:00:00,Arriving,256
Stansted,2020-07-14 00:00:00,Departing,5357
Stansted,2020-10-05 00:00:00,Arriving,6866
Stansted,2020-10-23 00:00:00,Departing,5798
Stansted,2020-07-01 00:00:00,Arriving,2724
Stansted,2020-09-09 00:00:00,Arriving,8628
Stansted,2020-07-17 00:00:00,Arriving,4838
Stansted,2020-07-15 00:00:00,Arriving,3904
Stansted,2020-08-15 00:00:00,Departing,12915
Stansted,2020-10-17 00:00:00,Arriving,4902
Stansted,2020-10-08 00:00:00,Arriving,4450
Stansted,2020-07-13 00:00:00,Departing,5636
Stansted,2020-06-29 00:00:00,Arriving,715
Stansted,2020-04-06 00:00:00,Arriving,190
Stansted,2020-04-23 00:00:00,Arriving,383
Stansted,2020-04-08 00:00:00,Departing,146
Stansted,2020-05-14 00:00:00,Departing,191
Stansted,2020-06-02 00:00:00,Arriving,302
Stansted,2020-05-28 00:00:00,Arriving,254
Stansted,2020-05-28 00:00:00,Departing,327
Stansted,2020-04-29 00:00:00,Arriving,132
Stansted,2020-05-09 00:00:00,Departing,267
Stansted,2020-06-19 00:00:00,Departing,807
Stansted,2020-05-15 00:00:00,Arriving,261
Stansted,2020-06-19 00:00:00,Arriving,540
Stansted,2020-04-30 00:00:00,Arriving,386
Stansted,2020-05-06 00:00:00,Departing,240
Stansted,2020-05-09 00:00:00,Arriving,111
Stansted,2020-04-28 00:00:00,Arriving,182
Stansted,2020-05-30 00:00:00,Arriving,98
Stansted,2020-04-18 00:00:00,Arriving,51
Stansted,2020-05-31 00:00:00,Departing,738
Stansted,2020-06-12 00:00:00,Arriving,435
Stansted,2020-12-24 00:00:00,Departing,1368
Stansted,2020-12-11 00:00:00,Departing,4236
Stansted,2020-12-20 00:00:00,Departing,9261
Stansted,2020-11-08 00:00:00,Arriving,4232
Stansted,2020-12-04 00:00:00,Departing,2697
Stansted,2020-11-12 00:00:00,Departing,1084
Stansted,2020-11-15 00:00:00,Arriving,2760
Stansted,2020-11-28 00:00:00,Arriving,1142
Stansted,2020-10-28 00:00:00,Departing,3080
Stansted,2020-12-27 00:00:00,Arriving,3081
Stansted,2020-11-12 00:00:00,Arriving,1164
Stansted,2020-11-23 00:00:00,Arriving,991
Stansted,2020-12-22 00:00:00,Arriving,1241
Stansted,2020-12-09 00:00:00,Arriving,747
Stansted,2020-12-16 00:00:00,Arriving,1376
Stansted,2020-11-18 00:00:00,Departing,451
Stansted,2020-11-21 00:00:00,Arriving,1221
Stansted,2020-12-11 00:00:00,Arriving,3524
Stansted,2020-11-26 00:00:00,Arriving,639
Stansted,2020-12-06 00:00:00,Arriving,1840
Stansted,2020-12-09 00:00:00,Departing,821
Stansted,2020-12-20 00:00:00,Arriving,4929
Stansted,2020-11-23 00:00:00,Departing,775
Stansted,2020-11-28 00:00:00,Departing,1016
Manchester,2020-04-23 00:00:00,Departing,77
Manchester,2020-06-11 00:00:00,Departing,269
Stansted,2020-05-22 00:00:00,Departing,338
Stansted,2020-04-05 00:00:00,Arriving,374
East Midlands,2020-01-26 00:00:00,Departing,2472
East Midlands,2020-01-04 00:00:00,Arriving,3650
East Midlands,2020-02-23 00:00:00,Arriving,2787
East Midlands,2020-01-04 00:00:00,Departing,2980
East Midlands,2020-03-09 00:00:00,Departing,2668
East Midlands,2020-03-14 00:00:00,Arriving,2817
East Midlands,2020-01-31 00:00:00,Arriving,2709
East Midlands,2020-02-14 00:00:00,Arriving,2566
East Midlands,2020-03-09 00:00:00,Arriving,2824
East Midlands,2020-01-30 00:00:00,Departing,2134
East Midlands,2020-02-23 00:00:00,Departing,2688
East Midlands,2020-01-26 00:00:00,Arriving,2659
East Midlands,2020-01-30 00:00:00,Arriving,2240
East Midlands,2020-01-05 00:00:00,Departing,2993
East Midlands,2020-03-15 00:00:00,Departing,662
East Midlands,2020-03-24 00:00:00,Arriving,16
East Midlands,2020-03-18 00:00:00,Arriving,1564
East Midlands,2020-03-26 00:00:00,Departing,0
East Midlands,2020-01-16 00:00:00,Departing,2045
East Midlands,2020-03-26 00:00:00,Arriving,0
Manchester,2020-02-12 00:00:00,Arriving,17679
Manchester,2020-01-28 00:00:00,Departing,15658
Manchester,2020-02-15 00:00:00,Departing,29201
Manchester,2020-02-23 00:00:00,Arriving,31152
Manchester,2020-03-08 00:00:00,Arriving,26061
Manchester,2020-03-15 00:00:00,Arriving,21610
Manchester,2020-01-13 00:00:00,Arriving,23308
Manchester,2020-01-14 00:00:00,Arriving,18420
Manchester,2020-01-07 00:00:00,Departing,17754
Manchester,2020-01-08 00:00:00,Arriving,19016
Manchester,2020-02-15 00:00:00,Arriving,24357
Manchester,2020-03-12 00:00:00,Arriving,17025
Manchester,2020-03-26 00:00:00,Arriving,1470
Manchester,2020-01-27 00:00:00,Arriving,22246
Manchester,2020-01-11 00:00:00,Departing,21204
Manchester,2020-01-14 00:00:00,Departing,15404
Manchester,2020-01-28 00:00:00,Arriving,17269
Manchester,2020-02-19 00:00:00,Arriving,21521
Manchester,2020-03-12 00:00:00,Departing,18170
East Midlands,2020-05-31 00:00:00,Departing,0
East Midlands,2020-07-26 00:00:00,Departing,1518
East Midlands,2020-07-12 00:00:00,Departing,845
East Midlands,2020-10-20 00:00:00,Departing,418
East Midlands,2020-06-07 00:00:00,Arriving,0
East Midlands,2020-07-12 00:00:00,Arriving,538
East Midlands,2020-07-19 00:00:00,Arriving,782
East Midlands,2020-08-25 00:00:00,Departing,1266
East Midlands,2020-09-06 00:00:00,Departing,1584
East Midlands,2020-10-06 00:00:00,Departing,545
East Midlands,2020-04-14 00:00:00,Arriving,0
East Midlands,2020-06-19 00:00:00,Arriving,0
East Midlands,2020-04-21 00:00:00,Departing,0
East Midlands,2020-07-10 00:00:00,Departing,1086
East Midlands,2020-04-14 00:00:00,Departing,0
East Midlands,2020-09-15 00:00:00,Departing,904
East Midlands,2020-04-08 00:00:00,Arriving,0
East Midlands,2020-04-17 00:00:00,Arriving,0
East Midlands,2020-04-21 00:00:00,Arriving,0
East Midlands,2020-04-29 00:00:00,Arriving,0
East Midlands,2020-10-02 00:00:00,Arriving,1897
East Midlands,2020-10-19 00:00:00,Departing,577
East Midlands,2020-07-16 00:00:00,Departing,1729
East Midlands,2020-10-24 00:00:00,Departing,1329
East Midlands,2020-09-29 00:00:00,Arriving,1225
East Midlands,2020-07-04 00:00:00,Arriving,229
East Midlands,2020-07-05 00:00:00,Departing,678
East Midlands,2020-08-24 00:00:00,Departing,1845
East Midlands,2020-09-06 00:00:00,Arriving,1577
East Midlands,2020-07-14 00:00:00,Arriving,579
East Midlands,2020-10-19 00:00:00,Arriving,1043
East Midlands,2020-09-25 00:00:00,Departing,1664
East Midlands,2020-09-01 00:00:00,Arriving,1441
East Midlands,2020-06-17 00:00:00,Arriving,0
East Midlands,2020-05-08 00:00:00,Arriving,0
East Midlands,2020-07-27 00:00:00,Departing,1800
East Midlands,2020-04-08 00:00:00,Departing,0
East Midlands,2020-07-24 00:00:00,Arriving,1235
East Midlands,2020-06-03 00:00:00,Departing,19
East Midlands,2020-04-02 00:00:00,Arriving,0
East Midlands,2020-08-21 00:00:00,Arriving,2059
East Midlands,2020-05-18 00:00:00,Departing,0
East Midlands,2020-10-13 00:00:00,Arriving,653
East Midlands,2020-07-27 00:00:00,Arriving,1717
East Midlands,2020-04-07 00:00:00,Departing,0
East Midlands,2020-04-19 00:00:00,Departing,0
East Midlands,2020-08-24 00:00:00,Arriving,2141
East Midlands,2020-07-05 00:00:00,Arriving,185
East Midlands,2020-05-21 00:00:00,Departing,0
Manchester,2020-06-15 00:00:00,Arriving,580
Manchester,2020-09-02 00:00:00,Departing,7046
Manchester,2020-08-22 00:00:00,Departing,9089
Manchester,2020-09-14 00:00:00,Departing,8059
Manchester,2020-07-27 00:00:00,Arriving,6084
Manchester,2020-10-09 00:00:00,Arriving,7124
Manchester,2020-07-16 00:00:00,Arriving,2927
Manchester,2020-08-31 00:00:00,Arriving,10556
Manchester,2020-04-14 00:00:00,Arriving,117
Manchester,2020-04-16 00:00:00,Arriving,434
Manchester,2020-10-19 00:00:00,Departing,3945
Manchester,2020-03-29 00:00:00,Arriving,1146
Manchester,2020-09-06 00:00:00,Arriving,11178
Manchester,2020-04-03 00:00:00,Departing,260
Manchester,2020-10-20 00:00:00,Departing,3697
Manchester,2020-08-02 00:00:00,Arriving,9150
Manchester,2020-09-11 00:00:00,Arriving,10692
Manchester,2020-09-20 00:00:00,Arriving,10842
Manchester,2020-10-18 00:00:00,Arriving,6092
Manchester,2020-08-02 00:00:00,Departing,9009
Manchester,2020-09-06 00:00:00,Departing,8287
Manchester,2020-08-24 00:00:00,Arriving,9345
Manchester,2020-09-14 00:00:00,Arriving,9262
Manchester,2020-07-03 00:00:00,Arriving,1891
Manchester,2020-07-26 00:00:00,Arriving,6434
Manchester,2020-07-05 00:00:00,Departing,2974
Manchester,2020-07-22 00:00:00,Arriving,4163
Manchester,2020-07-04 00:00:00,Arriving,1094
Manchester,2020-09-28 00:00:00,Arriving,8641
Manchester,2020-10-18 00:00:00,Departing,4779
Manchester,2020-08-22 00:00:00,Arriving,8447
Manchester,2020-07-22 00:00:00,Departing,6787
Manchester,2020-07-12 00:00:00,Arriving,2775
Manchester,2020-09-10 00:00:00,Departing,6312
Manchester,2020-06-15 00:00:00,Departing,413
Manchester,2020-06-10 00:00:00,Departing,281
Manchester,2020-06-25 00:00:00,Arriving,598
Manchester,2020-04-19 00:00:00,Departing,114
Manchester,2020-05-05 00:00:00,Departing,81
Manchester,2020-05-08 00:00:00,Arriving,451
Manchester,2020-04-22 00:00:00,Departing,74
East Midlands,2020-04-13 00:00:00,Departing,0
Manchester,2020-04-26 00:00:00,Departing,203
Manchester,2020-05-25 00:00:00,Arriving,181
Manchester,2020-06-01 00:00:00,Arriving,301
Manchester,2020-06-08 00:00:00,Arriving,824
Manchester,2020-06-17 00:00:00,Arriving,365
Manchester,2020-06-26 00:00:00,Arriving,493
East Midlands,2020-05-09 00:00:00,Arriving,0
East Midlands,2020-05-31 00:00:00,Arriving,0
Manchester,2020-05-23 00:00:00,Arriving,117
Manchester,2020-05-25 00:00:00,Departing,402
Manchester,2020-06-07 00:00:00,Arriving,375
Manchester,2020-06-05 00:00:00,Departing,386
East Midlands,2020-12-14 00:00:00,Arriving,100
East Midlands,2020-11-19 00:00:00,Departing,14
East Midlands,2020-11-05 00:00:00,Arriving,132
East Midlands,2020-11-05 00:00:00,Departing,57
East Midlands,2020-11-19 00:00:00,Arriving,24
East Midlands,2020-11-24 00:00:00,Arriving,34
Manchester,2020-04-25 00:00:00,Arriving,599
Manchester,2020-05-10 00:00:00,Departing,81
Manchester,2020-04-25 00:00:00,Departing,108
Manchester,2020-06-05 00:00:00,Arriving,696
Manchester,2020-05-03 00:00:00,Departing,90
Manchester,2020-12-28 00:00:00,Departing,2357
Manchester,2020-11-19 00:00:00,Arriving,1271
Manchester,2020-11-01 00:00:00,Arriving,8573
Manchester,2020-11-02 00:00:00,Departing,3803
Manchester,2020-11-25 00:00:00,Arriving,1053
Manchester,2020-11-13 00:00:00,Arriving,2508
Manchester,2020-11-14 00:00:00,Arriving,1849
Manchester,2020-11-25 00:00:00,Departing,1016
Manchester,2021-01-01 00:00:00,Departing,1383
Manchester,2020-12-25 00:00:00,Arriving,1143
Manchester,2020-12-18 00:00:00,Arriving,6079
Manchester,2020-06-13 00:00:00,Arriving,477
East Midlands,2020-12-27 00:00:00,Arriving,455
East Midlands,2020-12-28 00:00:00,Departing,45
Manchester,2021-01-01 00:00:00,Arriving,2384
Stansted,2020-01-02 00:00:00,Departing,29896
Stansted,2020-01-07 00:00:00,Departing,16428
Stansted,2020-01-13 00:00:00,Arriving,25116
Stansted,2020-01-15 00:00:00,Departing,13910
Stansted,2020-01-22 00:00:00,Departing,14690
Stansted,2020-01-22 00:00:00,Arriving,15227
Stansted,2020-01-28 00:00:00,Departing,14552
Stansted,2020-02-01 00:00:00,Arriving,25043
Stansted,2020-02-01 00:00:00,Departing,26489
Stansted,2020-02-04 00:00:00,Arriving,18354
Stansted,2020-02-05 00:00:00,Departing,17851
Stansted,2020-02-09 00:00:00,Departing,24166
Stansted,2020-02-11 00:00:00,Departing,20653
Stansted,2020-02-11 00:00:00,Arriving,20002
Stansted,2020-02-12 00:00:00,Arriving,16371
Stansted,2020-02-12 00:00:00,Departing,20667
Stansted,2020-02-18 00:00:00,Departing,22581
Stansted,2020-02-19 00:00:00,Arriving,21871
Stansted,2020-02-24 00:00:00,Arriving,30043
Stansted,2020-02-27 00:00:00,Departing,23483
Stansted,2020-03-05 00:00:00,Departing,21381
Stansted,2020-03-05 00:00:00,Arriving,20227
Stansted,2020-03-12 00:00:00,Arriving,15710
Stansted,2020-03-12 00:00:00,Departing,16995
Stansted,2020-03-13 00:00:00,Departing,17898
Stansted,2020-03-25 00:00:00,Arriving,100
Stansted,2020-03-28 00:00:00,Arriving,180
Stansted,2020-09-03 00:00:00,Arriving,10164
Stansted,2020-08-05 00:00:00,Arriving,8160
Stansted,2020-07-18 00:00:00,Arriving,5579
Stansted,2020-09-23 00:00:00,Arriving,7197
Stansted,2020-09-28 00:00:00,Arriving,9104
Stansted,2020-03-31 00:00:00,Arriving,55
Stansted,2020-03-31 00:00:00,Departing,245
Stansted,2020-08-22 00:00:00,Arriving,13461
Stansted,2020-08-31 00:00:00,Arriving,13499
Stansted,2020-07-25 00:00:00,Arriving,7080
Stansted,2020-08-08 00:00:00,Departing,13214
Stansted,2020-09-19 00:00:00,Departing,9155
Stansted,2020-08-26 00:00:00,Departing,8980
Stansted,2020-08-28 00:00:00,Departing,11864
Stansted,2020-09-10 00:00:00,Departing,7333
Stansted,2020-08-13 00:00:00,Arriving,9852
Stansted,2020-09-29 00:00:00,Arriving,7000
Stansted,2020-08-02 00:00:00,Departing,13740
Stansted,2020-08-30 00:00:00,Departing,10258
Stansted,2020-08-02 00:00:00,Arriving,11942
Stansted,2020-08-08 00:00:00,Arriving,10748
Stansted,2020-07-07 00:00:00,Departing,5183
Stansted,2020-08-13 00:00:00,Departing,11132
Stansted,2020-09-04 00:00:00,Departing,9291
Stansted,2020-06-25 00:00:00,Arriving,699
Stansted,2020-08-05 00:00:00,Departing,11004
Stansted,2020-04-25 00:00:00,Arriving,294
Stansted,2020-09-14 00:00:00,Arriving,9216
Stansted,2020-07-18 00:00:00,Departing,9726
Stansted,2020-04-22 00:00:00,Departing,301
Stansted,2020-10-09 00:00:00,Departing,6942
Stansted,2020-08-04 00:00:00,Arriving,7419
Stansted,2020-10-09 00:00:00,Arriving,6962
Stansted,2020-07-29 00:00:00,Departing,6971
Stansted,2020-09-13 00:00:00,Departing,9192
Stansted,2020-07-29 00:00:00,Arriving,5823
Stansted,2020-08-30 00:00:00,Arriving,16526
Stansted,2020-07-23 00:00:00,Departing,8220
Stansted,2020-07-07 00:00:00,Arriving,2127
Stansted,2020-10-06 00:00:00,Arriving,4345
Stansted,2020-09-16 00:00:00,Departing,6765
Stansted,2020-10-01 00:00:00,Departing,5566
Stansted,2020-09-03 00:00:00,Departing,7150
Stansted,2020-09-29 00:00:00,Departing,4962
Stansted,2020-10-18 00:00:00,Arriving,7640
Stansted,2020-07-11 00:00:00,Arriving,4515
Stansted,2020-09-19 00:00:00,Arriving,9931
Stansted,2020-06-24 00:00:00,Departing,1564
Stansted,2020-09-13 00:00:00,Arriving,12419
Stansted,2020-05-08 00:00:00,Arriving,344
Stansted,2020-06-26 00:00:00,Arriving,869
Stansted,2020-04-03 00:00:00,Departing,294
Stansted,2020-06-22 00:00:00,Arriving,859
Stansted,2020-05-05 00:00:00,Departing,117
Stansted,2020-06-04 00:00:00,Departing,319
Stansted,2020-06-16 00:00:00,Departing,570
Stansted,2020-06-11 00:00:00,Departing,600
Stansted,2020-05-29 00:00:00,Departing,627
Stansted,2020-06-04 00:00:00,Arriving,326
Stansted,2020-03-30 00:00:00,Departing,148
Stansted,2020-06-30 00:00:00,Departing,1378
Stansted,2020-05-25 00:00:00,Arriving,308
Stansted,2020-04-25 00:00:00,Departing,83
Stansted,2020-05-23 00:00:00,Arriving,143
Stansted,2020-05-25 00:00:00,Departing,510
Stansted,2020-03-28 00:00:00,Departing,372
Stansted,2020-03-30 00:00:00,Arriving,355
Stansted,2020-06-05 00:00:00,Departing,713
Stansted,2020-11-02 00:00:00,Departing,4437
Stansted,2020-11-25 00:00:00,Departing,455
Stansted,2020-11-07 00:00:00,Arriving,3345
Stansted,2020-12-23 00:00:00,Arriving,1078
Stansted,2020-12-13 00:00:00,Departing,4642
Stansted,2020-11-04 00:00:00,Departing,5232
Stansted,2020-10-31 00:00:00,Arriving,6048
Stansted,2020-11-22 00:00:00,Arriving,1127
Stansted,2020-11-30 00:00:00,Departing,1083
Stansted,2020-12-10 00:00:00,Arriving,1224
Stansted,2020-12-07 00:00:00,Arriving,1350
Stansted,2020-11-10 00:00:00,Departing,1886
